Mystical Fire,マジカルフレイム,魔法火焰,魔法火焰,魔法火焰,魔法火焰,魔法火焰,魔法火焰
Spiky Shield,ニードルガード,尖刺防守,尖刺防守,刺针防御,刺針防禦,尖刺防守,尖刺防守
Aromatic Mist,アロマミスト,芳香薄雾,芳香薄霧,芳香薄雾,芳香薄霧,芳香薄雾,芳香薄霧
Eerie Impulse,かいでんぱ,怪异电波,怪異電波,怪电波,怪電波,怪异电波,怪異電波
Venom Drench,ベノムトラップ,毒液陷阱,毒液陷阱,毒液陷阱,毒液陷阱,毒液陷阱,毒液陷阱
Powder,ふんじん,粉尘,粉塵,粉尘,粉塵,粉尘,粉塵
Geomancy,ジオコントロール,大地掌控,大地掌控,大地控制,大地控制,大地掌控,大地掌控
Magnetic Flux,じばそうさ,磁场操控,磁場操控,磁场操作,磁場操作,磁场操控,磁場操控
Happy Hour,ハッピータイム,欢乐时光,歡樂時光,快乐时光,快樂時光,欢乐时光,歡樂時光
Electric Terrain,エレキフィールド,电气场地,電氣場地,电气领域,電氣領域,电气场地,電氣場地
Dazzling Gleam,マジカルシャイン,魔法闪耀,魔法閃耀,魔法照耀,魔法照耀,魔法闪耀,魔法閃耀
Celebrate,おいわい,庆祝,慶祝,庆祝,慶祝,庆祝,慶祝
Hold Hands,てをつなぐ,牵手,牽手,牵手,牽手,牵手,牽手
Baby-Doll Eyes,つぶらなひとみ,圆瞳,圓瞳,圆滑目光,圓滑目光,圆瞳,圓瞳
Nuzzle,ほっぺすりすり,蹭蹭脸颊,蹭蹭臉頰,碰碰脸颊,碰碰臉頰,蹭蹭脸颊,蹭蹭臉頰
Hold Back,てかげん,手下留情,手下留情,手下留情,手下留情,手下留情,手下留情
Infestation,まとわりつく,死缠烂打,死纏爛打,缠身,纏身,死缠烂打,死纏爛打
Power-Up Punch,グロウパンチ,增强拳,增強拳,增强拳,增強拳,增强拳,增強拳
Oblivion Wing,デスウイング,死亡之翼,死亡之翼,死亡之翼,死亡之翼,死亡之翼,死亡之翼
Thousand Arrows,サウザンアロー,千箭齐发,千箭齊發,万箭齐发,萬箭齊發,千箭齐发,千箭齊發
Thousand Waves,サウザンウェーブ,千波激荡,千波激盪,万波激震,萬波激震,千波激荡,千波激盪
Land's Wrath,グランドフォース,大地神力,大地神力,大地原力,大地原力,大地神力,大地神力
Light of Ruin,はめつのひかり,破灭之光,破滅之光,破灭之光,破滅之光,破灭之光,破滅之光
Origin Pulse,こんげんのはどう,根源波动,根源波動,根源波动,根源波動,根源波动,根源波動
Precipice Blades,だんがいのつるぎ,断崖之剑,斷崖之劍,断崖之剑,斷崖之劍,断崖之剑,斷崖之劍
Dragon Ascent,ガリョウテンセイ,画龙点睛,畫龍點睛,画龙点睛,畫龍點睛,画龙点睛,畫龍點睛
Hyperspace Fury,いじげんラッシュ,异次元猛攻,異次元猛攻,异次元冲锋,異次元衝鋒,异次元猛攻,異次元猛攻
